rental_id;rental_date;return_date;first_name;last_name;email
277;26-05-2005 17:32;28-05-2005 22:54;Janet;Phillips;janet.phillips@sakilacustomer.org
278;26-05-2005 17:40;02-06-2005 16:43;Kristin;Johnston;kristin.johnston@sakilacustomer.org
279;26-05-2005 18:02;03-06-2005 18:48;Ernest;Stepp;ernest.stepp@sakilacustomer.org
280;26-05-2005 18:36;27-05-2005 23:42;Sally;Pierce;sally.pierce@sakilacustomer.org
281;26-05-2005 18:49;27-05-2005 18:11;Andy;Vanhorn;andy.vanhorn@sakilacustomer.org
282;26-05-2005 18:56;01-06-2005 16:32;Jenny;Castro;jenny.castro@sakilacustomer.org
283;26-05-2005 19:05;31-05-2005 19:19;Glenda;Frazier;glenda.frazier@sakilacustomer.org
284;26-05-2005 19:21;04-06-2005 14:18;Willie;Markham;willie.markham@sakilacustomer.org
285;26-05-2005 19:41;31-05-2005 16:58;Lauren;Hudson;lauren.hudson@sakilacustomer.org
286;26-05-2005 19:44;04-06-2005 18:00;Billy;Poulin;billy.poulin@sakilacustomer.org
287;26-05-2005 19:44;02-06-2005 1:10;Donna;Thompson;donna.thompson@sakilacustomer.org
288;26-05-2005 19:47;03-06-2005 20:53;Kathryn;Coleman;kathryn.coleman@sakilacustomer.org
289;26-05-2005 20:01;28-05-2005 15:09;Andrea;Henderson;andrea.henderson@sakilacustomer.org
290;26-05-2005 20:08;30-05-2005 0:32;Frederick;Isbell;frederick.isbell@sakilacustomer.org
291;26-05-2005 20:20;03-06-2005 2:06;Clifton;Malcolm;clifton.malcolm@sakilacustomer.org
292;26-05-2005 20:22;05-06-2005 0:58;Andre;Rapp;andre.rapp@sakilacustomer.org
293;26-05-2005 20:27;03-06-2005 16:45;Veronica;Stone;veronica.stone@sakilacustomer.org
294;26-05-2005 20:29;28-05-2005 17:20;Fred;Wheat;fred.wheat@sakilacustomer.org
295;26-05-2005 20:33;27-05-2005 18:23;Rose;Howard;rose.howard@sakilacustomer.org
296;26-05-2005 20:35;04-06-2005 2:31;Tim;Cary;tim.cary@sakilacustomer.org
297;26-05-2005 20:48;27-05-2005 19:52;Ann;Evans;ann.evans@sakilacustomer.org
298;26-05-2005 20:52;29-05-2005 22:08;Leon;Bostic;leon.bostic@sakilacustomer.org
299;26-05-2005 20:55;28-05-2005 0:25;Miguel;Betancourt;miguel.betancourt@sakilacustomer.org
300;26-05-2005 20:57;05-06-2005 1:34;Frances;Parker;frances.parker@sakilacustomer.org
301;26-05-2005 21:06;01-06-2005 1:54;Naomi;Jennings;naomi.jennings@sakilacustomer.org
302;26-05-2005 21:13;03-06-2005 15:49;Jesse;Schilling;jesse.schilling@sakilacustomer.org
303;26-05-2005 21:16;27-05-2005 23:41;Enrique;Forsythe;enrique.forsythe@sakilacustomer.org
304;26-05-2005 21:21;02-06-2005 0:05;Christian;Jung;christian.jung@sakilacustomer.org
305;26-05-2005 21:22;02-06-2005 22:33;Jerome;Kenyon;jerome.kenyon@sakilacustomer.org
306;26-05-2005 21:31;28-05-2005 19:37;Kurt;Emmons;kurt.emmons@sakilacustomer.org
307;26-05-2005 21:48;04-06-2005 22:24;Aaron;Selby;aaron.selby@sakilacustomer.org
308;26-05-2005 22:01;04-06-2005 20:24;Olga;Jimenez;olga.jimenez@sakilacustomer.org
309;26-05-2005 22:38;02-06-2005 3:10;Vickie;Brewer;vickie.brewer@sakilacustomer.org
310;26-05-2005 22:41;02-06-2005 4:09;Rodney;Moeller;rodney.moeller@sakilacustomer.org
311;26-05-2005 22:51;01-06-2005 0:02;Vicki;Fields;vicki.fields@sakilacustomer.org
312;26-05-2005 22:52;02-06-2005 18:14;Leslie;Gordon;leslie.gordon@sakilacustomer.org
313;26-05-2005 22:56;29-05-2005 1:29;Eduardo;Hiatt;eduardo.hiatt@sakilacustomer.org
314;26-05-2005 23:09;28-05-2005 22:49;Tara;Ryan;tara.ryan@sakilacustomer.org
315;26-05-2005 23:12;29-05-2005 23:33;Nellie;Garrett;nellie.garrett@sakilacustomer.org
316;26-05-2005 23:22;29-05-2005 23:25;Dora;Medina;dora.medina@sakilacustomer.org
317;26-05-2005 23:23;01-06-2005 19:56;Clarence;Gamez;clarence.gamez@sakilacustomer.org
318;26-05-2005 23:37;03-06-2005 4:31;Mildred;Bailey;mildred.bailey@sakilacustomer.org
319;26-05-2005 23:52;30-05-2005 18:55;Jane;Bennett;jane.bennett@sakilacustomer.org
320;27-05-2005 0:09;28-05-2005 4:30;Patricia;Johnson;patricia.johnson@sakilacustomer.org
322;27-05-2005 0:47;02-06-2005 0:32;Tyler;Wren;tyler.wren@sakilacustomer.org
323;27-05-2005 0:49;30-05-2005 3:12;Clara;Shaw;clara.shaw@sakilacustomer.org
324;27-05-2005 1:00;30-05-2005 4:27;Misty;Lambert;misty.lambert@sakilacustomer.org
325;27-05-2005 1:09;31-05-2005 7:01;Oscar;Aquino;oscar.aquino@sakilacustomer.org
326;27-05-2005 1:10;04-06-2005 20:25;Edwin;Burk;edwin.burk@sakilacustomer.org
327;27-05-2005 1:18;04-06-2005 4:06;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org
328;27-05-2005 1:29;01-06-2005 2:27;Jim;Rea;jim.rea@sakilacustomer.org
329;27-05-2005 1:57;31-05-2005 4:19;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org
330;27-05-2005 2:15;04-06-2005 5:09;Caroline;Bowman;caroline.bowman@sakilacustomer.org
331;27-05-2005 2:22;05-06-2005 0:25;Kelly;Torres;kelly.torres@sakilacustomer.org
332;27-05-2005 2:27;03-06-2005 1:26;James;Gannon;james.gannon@sakilacustomer.org
333;27-05-2005 2:52;01-06-2005 0:55;Allen;Butterfield;allen.butterfield@sakilacustomer.org
334;27-05-2005 3:03;29-05-2005 3:54;Kristen;Chavez;kristen.chavez@sakilacustomer.org
335;27-05-2005 3:07;05-06-2005 0:15;Sandra;Martin;sandra.martin@sakilacustomer.org
336;27-05-2005 3:15;29-05-2005 22:43;Carole;Barnett;carole.barnett@sakilacustomer.org
337;27-05-2005 3:22;02-06-2005 3:27;Ruth;Martinez;ruth.martinez@sakilacustomer.org
338;27-05-2005 3:42;01-06-2005 5:23;Lorraine;Stephens;lorraine.stephens@sakilacustomer.org
339;27-05-2005 3:47;04-06-2005 5:46;Elmer;Noe;elmer.noe@sakilacustomer.org
340;27-05-2005 3:55;04-06-2005 7:57;Tonya;Chapman;tonya.chapman@sakilacustomer.org
341;27-05-2005 4:01;05-06-2005 8:51;Gloria;Cook;gloria.cook@sakilacustomer.org
342;27-05-2005 4:11;29-05-2005 1:28;Mathew;Bolin;mathew.bolin@sakilacustomer.org
343;27-05-2005 4:13;28-05-2005 8:34;Jon;Wiles;jon.wiles@sakilacustomer.org
344;27-05-2005 4:30;29-05-2005 10:13;Marcia;Dean;marcia.dean@sakilacustomer.org
345;27-05-2005 4:32;31-05-2005 9:50;Clara;Shaw;clara.shaw@sakilacustomer.org
346;27-05-2005 4:34;05-06-2005 4:24;Betty;White;betty.white@sakilacustomer.org
347;27-05-2005 4:40;28-05-2005 9:56;Eugene;Culpepper;eugene.culpepper@sakilacustomer.org
348;27-05-2005 4:50;01-06-2005 4:43;Jorge;Olivares;jorge.olivares@sakilacustomer.org
349;27-05-2005 4:53;28-05-2005 6:33;Kathleen;Adams;kathleen.adams@sakilacustomer.org
350;27-05-2005 5:01;04-06-2005 5:01;Margaret;Moore;margaret.moore@sakilacustomer.org
351;27-05-2005 5:39;01-06-2005 11:10;Kim;Cruz;kim.cruz@sakilacustomer.org
352;27-05-2005 5:48;29-05-2005 9:05;Darlene;Rose;darlene.rose@sakilacustomer.org
353;27-05-2005 6:03;03-06-2005 4:39;Angel;Barclay;angel.barclay@sakilacustomer.org
354;27-05-2005 6:12;01-06-2005 6:48;Tom;Milner;tom.milner@sakilacustomer.org
355;27-05-2005 6:15;01-06-2005 2:50;Theodore;Culp;theodore.culp@sakilacustomer.org
356;27-05-2005 6:32;30-05-2005 6:24;Victor;Barkley;victor.barkley@sakilacustomer.org
357;27-05-2005 6:37;30-05-2005 7:04;Elsie;Kelley;elsie.kelley@sakilacustomer.org
358;27-05-2005 6:43;29-05-2005 11:28;Crystal;Ford;crystal.ford@sakilacustomer.org
359;27-05-2005 6:48;29-05-2005 3:55;Alicia;Mills;alicia.mills@sakilacustomer.org
360;27-05-2005 6:51;03-06-2005 1:58;Eduardo;Hiatt;eduardo.hiatt@sakilacustomer.org
361;27-05-2005 7:03;31-05-2005 8:01;Sergio;Stanfield;sergio.stanfield@sakilacustomer.org
362;27-05-2005 7:10;01-06-2005 8:34;Joanne;Robertson;joanne.robertson@sakilacustomer.org
363;27-05-2005 7:14;28-05-2005 12:22;Carl;Artis;carl.artis@sakilacustomer.org
364;27-05-2005 7:20;31-05-2005 10:44;Ray;Houle;ray.houle@sakilacustomer.org
365;27-05-2005 7:31;04-06-2005 4:46;Sally;Pierce;sally.pierce@sakilacustomer.org
366;27-05-2005 7:33;04-06-2005 1:55;Emma;Boyd;emma.boyd@sakilacustomer.org
367;27-05-2005 7:37;30-05-2005 5:43;Alexander;Fennell;alexander.fennell@sakilacustomer.org
368;27-05-2005 7:42;04-06-2005 11:20;Lawrence;Lawton;lawrence.lawton@sakilacustomer.org
369;27-05-2005 7:46;01-06-2005 6:20;Milton;Howland;milton.howland@sakilacustomer.org
370;27-05-2005 7:49;05-06-2005 6:39;Laura;Rodriguez;laura.rodriguez@sakilacustomer.org
371;27-05-2005 8:08;05-06-2005 3:05;Daisy;Bates;daisy.bates@sakilacustomer.org
372;27-05-2005 8:13;04-06-2005 3:50;Ben;Easter;ben.easter@sakilacustomer.org
373;27-05-2005 8:16;01-06-2005 11:41;Jerome;Kenyon;jerome.kenyon@sakilacustomer.org
374;27-05-2005 8:26;05-06-2005 7:13;Jerry;Jordon;jerry.jordon@sakilacustomer.org
375;27-05-2005 8:49;04-06-2005 14:11;Charles;Kowalski;charles.kowalski@sakilacustomer.org
376;27-05-2005 8:58;02-06-2005 4:48;Lonnie;Tirado;lonnie.tirado@sakilacustomer.org
377;27-05-2005 9:04;02-06-2005 3:36;Beatrice;Arnold;beatrice.arnold@sakilacustomer.org
378;27-05-2005 9:23;29-05-2005 15:20;Heather;Morris;heather.morris@sakilacustomer.org
379;27-05-2005 9:25;02-06-2005 6:19;Salvador;Teel;salvador.teel@sakilacustomer.org
380;27-05-2005 9:34;04-06-2005 11:45;June;Carroll;june.carroll@sakilacustomer.org
381;27-05-2005 9:43;31-05-2005 12:00;Billy;Poulin;billy.poulin@sakilacustomer.org
382;27-05-2005 10:12;31-05-2005 15:03;Ida;Andrews;ida.andrews@sakilacustomer.org
383;27-05-2005 10:12;03-06-2005 10:37;Erika;Pena;erika.pena@sakilacustomer.org
384;27-05-2005 10:18;02-06-2005 9:21;Billy;Poulin;billy.poulin@sakilacustomer.org
385;27-05-2005 10:23;30-05-2005 15:27;Gina;Williamson;gina.williamson@sakilacustomer.org
386;27-05-2005 10:26;30-05-2005 8:32;Edna;West;edna.west@sakilacustomer.org
387;27-05-2005 10:35;01-06-2005 13:37;Leslie;Seward;leslie.seward@sakilacustomer.org
388;27-05-2005 10:37;30-05-2005 5:45;Cynthia;Young;cynthia.young@sakilacustomer.org
389;27-05-2005 10:45;05-06-2005 6:22;Reginald;Kinder;reginald.kinder@sakilacustomer.org
390;27-05-2005 11:02;02-06-2005 16:09;Ann;Evans;ann.evans@sakilacustomer.org
391;27-05-2005 11:03;01-06-2005 11:59;Sue;Peters;sue.peters@sakilacustomer.org
392;27-05-2005 11:14;01-06-2005 14:28;Willie;Markham;willie.markham@sakilacustomer.org
393;27-05-2005 11:18;28-05-2005 7:10;Vickie;Brewer;vickie.brewer@sakilacustomer.org
394;27-05-2005 11:26;03-06-2005 16:44;Naomi;Jennings;naomi.jennings@sakilacustomer.org
395;27-05-2005 11:45;31-05-2005 13:42;Isaac;Oglesby;isaac.oglesby@sakilacustomer.org
396;27-05-2005 11:47;29-05-2005 10:14;Rosa;Reynolds;rosa.reynolds@sakilacustomer.org
397;27-05-2005 12:29;28-05-2005 17:36;Cody;Nolen;cody.nolen@sakilacustomer.org
398;27-05-2005 12:44;02-06-2005 8:19;Melvin;Ellington;melvin.ellington@sakilacustomer.org
399;27-05-2005 12:48;29-05-2005 15:27;Rosemary;Schmidt;rosemary.schmidt@sakilacustomer.org
400;27-05-2005 12:51;31-05-2005 8:34;Dora;Medina;dora.medina@sakilacustomer.org
401;27-05-2005 12:57;29-05-2005 17:55;Catherine;Campbell;catherine.campbell@sakilacustomer.org
402;27-05-2005 13:17;30-05-2005 8:53;Justin;Ngo;justin.ngo@sakilacustomer.org
403;27-05-2005 13:28;29-05-2005 11:47;Kyle;Spurlock;kyle.spurlock@sakilacustomer.org
404;27-05-2005 13:31;30-05-2005 16:58;Regina;Berry;regina.berry@sakilacustomer.org
405;27-05-2005 13:32;05-06-2005 18:53;Kay;Caldwell;kay.caldwell@sakilacustomer.org
406;27-05-2005 13:46;30-05-2005 12:43;Bobby;Boudreau;bobby.boudreau@sakilacustomer.org
407;27-05-2005 13:57;31-05-2005 18:23;Marie;Turner;marie.turner@sakilacustomer.org
408;27-05-2005 13:57;28-05-2005 11:57;Sara;Perry;sara.perry@sakilacustomer.org
409;27-05-2005 14:10;02-06-2005 10:40;Charlene;Alvarez;charlene.alvarez@sakilacustomer.org
410;27-05-2005 14:11;02-06-2005 20:06;Leslie;Seward;leslie.seward@sakilacustomer.org
411;27-05-2005 14:14;03-06-2005 17:39;Craig;Morrell;craig.morrell@sakilacustomer.org
412;27-05-2005 14:17;29-05-2005 15:07;Aaron;Selby;aaron.selby@sakilacustomer.org
413;27-05-2005 14:45;03-06-2005 11:11;Joseph;Joy;joseph.joy@sakilacustomer.org
414;27-05-2005 14:48;31-05-2005 14:39;Willie;Howell;willie.howell@sakilacustomer.org
415;27-05-2005 14:51;28-05-2005 19:07;David;Royal;david.royal@sakilacustomer.org
416;27-05-2005 15:02;29-05-2005 10:34;Delores;Hansen;delores.hansen@sakilacustomer.org
417;27-05-2005 15:07;29-05-2005 20:01;Pedro;Chestnut;pedro.chestnut@sakilacustomer.org
418;27-05-2005 15:13;04-06-2005 12:05;Megan;Palmer;megan.palmer@sakilacustomer.org
419;27-05-2005 15:15;02-06-2005 11:53;Jane;Bennett;jane.bennett@sakilacustomer.org
420;27-05-2005 15:19;03-06-2005 15:07;Phyllis;Foster;phyllis.foster@sakilacustomer.org
421;27-05-2005 15:30;04-06-2005 13:19;Marian;Mendoza;marian.mendoza@sakilacustomer.org
422;27-05-2005 15:31;01-06-2005 11:47;Danielle;Daniels;danielle.daniels@sakilacustomer.org
423;27-05-2005 15:32;02-06-2005 19:03;Sonia;Gregory;sonia.gregory@sakilacustomer.org
424;27-05-2005 15:34;05-06-2005 9:44;Virginia;Green;virginia.green@sakilacustomer.org
425;27-05-2005 15:51;03-06-2005 16:52;Renee;Lane;renee.lane@sakilacustomer.org
426;27-05-2005 15:56;05-06-2005 11:45;Arnold;Havens;arnold.havens@sakilacustomer.org
427;27-05-2005 16:10;05-06-2005 13:22;Bobbie;Craig;bobbie.craig@sakilacustomer.org
428;27-05-2005 16:10;31-05-2005 17:24;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
429;27-05-2005 16:21;05-06-2005 20:23;Gene;Sanborn;gene.sanborn@sakilacustomer.org
430;27-05-2005 16:22;05-06-2005 13:10;Yolanda;Weaver;yolanda.weaver@sakilacustomer.org
431;27-05-2005 16:31;05-06-2005 11:29;Raymond;Mcwhorter;raymond.mcwhorter@sakilacustomer.org
432;27-05-2005 16:40;29-05-2005 16:20;Catherine;Campbell;catherine.campbell@sakilacustomer.org
433;27-05-2005 16:40;30-05-2005 19:55;Julian;Vest;julian.vest@sakilacustomer.org
434;27-05-2005 16:54;04-06-2005 22:26;Marian;Mendoza;marian.mendoza@sakilacustomer.org
435;27-05-2005 17:17;02-06-2005 11:20;Linda;Williams;linda.williams@sakilacustomer.org
436;27-05-2005 17:21;30-05-2005 21:26;Margie;Wade;margie.wade@sakilacustomer.org
437;27-05-2005 17:47;05-06-2005 14:22;Adrian;Clary;adrian.clary@sakilacustomer.org
438;27-05-2005 17:52;05-06-2005 22:23;Dora;Medina;dora.medina@sakilacustomer.org
439;27-05-2005 17:54;02-06-2005 23:01;Ronald;Weiner;ronald.weiner@sakilacustomer.org
440;27-05-2005 18:00;29-05-2005 16:15;George;Linton;george.linton@sakilacustomer.org
441;27-05-2005 18:11;30-05-2005 22:45;Teresa;Rogers;teresa.rogers@sakilacustomer.org
442;27-05-2005 18:12;30-05-2005 12:30;Mike;Way;mike.way@sakilacustomer.org
443;27-05-2005 18:35;04-06-2005 18:58;Kurt;Emmons;kurt.emmons@sakilacustomer.org
444;27-05-2005 18:39;01-06-2005 15:56;Minnie;Romero;minnie.romero@sakilacustomer.org
445;27-05-2005 18:42;30-05-2005 22:35;Mae;Fletcher;mae.fletcher@sakilacustomer.org
446;27-05-2005 18:48;03-06-2005 16:42;Tony;Carranza;tony.carranza@sakilacustomer.org
447;27-05-2005 18:57;05-06-2005 18:38;Pauline;Henry;pauline.henry@sakilacustomer.org
448;27-05-2005 19:03;03-06-2005 20:28;Stella;Moreno;stella.moreno@sakilacustomer.org
449;27-05-2005 19:13;04-06-2005 1:08;Bernice;Willis;bernice.willis@sakilacustomer.org
450;27-05-2005 19:18;05-06-2005 23:52;Stella;Moreno;stella.moreno@sakilacustomer.org
451;27-05-2005 19:27;29-05-2005 1:07;Wanda;Patterson;wanda.patterson@sakilacustomer.org
452;27-05-2005 19:30;30-05-2005 20:53;Elaine;Stevens;elaine.stevens@sakilacustomer.org
453;27-05-2005 19:31;29-05-2005 23:06;Erik;Guillen;erik.guillen@sakilacustomer.org
454;27-05-2005 19:31;30-05-2005 15:46;Isaac;Oglesby;isaac.oglesby@sakilacustomer.org
455;27-05-2005 19:43;04-06-2005 23:40;Douglas;Graf;douglas.graf@sakilacustomer.org
456;27-05-2005 19:50;02-06-2005 22:14;Tina;Simmons;tina.simmons@sakilacustomer.org
457;27-05-2005 19:52;02-06-2005 17:17;John;Farnsworth;john.farnsworth@sakilacustomer.org
458;27-05-2005 19:58;06-06-2005 0:51;Jaime;Nettles;jaime.nettles@sakilacustomer.org
459;27-05-2005 20:00;29-05-2005 22:47;Tim;Cary;tim.cary@sakilacustomer.org
460;27-05-2005 20:02;28-05-2005 16:14;Marlene;Welch;marlene.welch@sakilacustomer.org
461;27-05-2005 20:08;01-06-2005 14:32;Clifford;Bowens;clifford.bowens@sakilacustomer.org
462;27-05-2005 20:10;03-06-2005 21:12;Benjamin;Varney;benjamin.varney@sakilacustomer.org
463;27-05-2005 20:11;04-06-2005 21:18;Michelle;Clark;michelle.clark@sakilacustomer.org
464;27-05-2005 20:42;30-05-2005 0:49;Katie;Elliott;katie.elliott@sakilacustomer.org
465;27-05-2005 20:44;02-06-2005 2:43;Deanna;Byrd;deanna.byrd@sakilacustomer.org
466;27-05-2005 20:57;29-05-2005 15:52;Leroy;Bustamante;leroy.bustamante@sakilacustomer.org
467;27-05-2005 21:10;01-06-2005 16:08;Felix;Gaffney;felix.gaffney@sakilacustomer.org
468;27-05-2005 21:13;04-06-2005 15:26;Peggy;Myers;peggy.myers@sakilacustomer.org
469;27-05-2005 21:14;05-06-2005 21:51;Michele;Grant;michele.grant@sakilacustomer.org
470;27-05-2005 21:17;04-06-2005 17:47;Nathaniel;Adam;nathaniel.adam@sakilacustomer.org
471;27-05-2005 21:32;31-05-2005 0:39;Tonya;Chapman;tonya.chapman@sakilacustomer.org
472;27-05-2005 21:36;29-05-2005 21:07;Claude;Herzog;claude.herzog@sakilacustomer.org
473;27-05-2005 21:36;05-06-2005 17:02;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org
474;27-05-2005 22:11;31-05-2005 19:07;Naomi;Jennings;naomi.jennings@sakilacustomer.org
475;27-05-2005 22:16;28-05-2005 19:58;Jill;Hawkins;jill.hawkins@sakilacustomer.org
476;27-05-2005 22:31;03-06-2005 19:12;Lance;Pemberton;lance.pemberton@sakilacustomer.org
477;27-05-2005 22:33;02-06-2005 18:35;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
478;27-05-2005 22:38;31-05-2005 18:39;Felix;Gaffney;felix.gaffney@sakilacustomer.org
479;27-05-2005 22:39;05-06-2005 22:46;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org
480;27-05-2005 22:47;04-06-2005 21:17;Charlene;Alvarez;charlene.alvarez@sakilacustomer.org
481;27-05-2005 22:49;30-05-2005 17:46;Micheal;Forman;micheal.forman@sakilacustomer.org
482;27-05-2005 22:53;01-06-2005 22:53;Kelly;Knott;kelly.knott@sakilacustomer.org
483;27-05-2005 23:00;28-05-2005 21:30;Amy;Lopez;amy.lopez@sakilacustomer.org
484;27-05-2005 23:26;29-05-2005 21:16;Rick;Mattox;rick.mattox@sakilacustomer.org
485;27-05-2005 23:40;28-05-2005 22:40;Dawn;Sullivan;dawn.sullivan@sakilacustomer.org
486;27-05-2005 23:51;28-05-2005 20:26;Antonio;Meek;antonio.meek@sakilacustomer.org
487;28-05-2005 0:00;28-05-2005 19:18;Dave;Gardiner;dave.gardiner@sakilacustomer.org
488;28-05-2005 0:07;03-06-2005 22:30;Regina;Berry;regina.berry@sakilacustomer.org
489;28-05-2005 0:09;31-05-2005 4:44;Derrick;Bourque;derrick.bourque@sakilacustomer.org
490;28-05-2005 0:09;30-05-2005 22:32;Paula;Bryant;paula.bryant@sakilacustomer.org
491;28-05-2005 0:13;29-05-2005 0:11;Alma;Austin;alma.austin@sakilacustomer.org
492;28-05-2005 0:24;28-05-2005 22:34;Allison;Stanley;allison.stanley@sakilacustomer.org
493;28-05-2005 0:34;30-05-2005 18:40;Ruben;Geary;ruben.geary@sakilacustomer.org
494;28-05-2005 0:39;02-06-2005 19:35;Judith;Cox;judith.cox@sakilacustomer.org
495;28-05-2005 0:40;29-05-2005 6:07;Karl;Seal;karl.seal@sakilacustomer.org
496;28-05-2005 0:43;04-06-2005 3:56;Gloria;Cook;gloria.cook@sakilacustomer.org
497;28-05-2005 0:54;03-06-2005 20:47;Sharon;Robinson;esto_es_una_prueba@gmail.com
498;28-05-2005 1:01;30-05-2005 21:20;Becky;Miles;becky.miles@sakilacustomer.org
499;28-05-2005 1:05;05-06-2005 19:54;Beth;Franklin;beth.franklin@sakilacustomer.org
500;28-05-2005 1:05;31-05-2005 20:04;Lucille;Holmes;lucille.holmes@sakilacustomer.org
501;28-05-2005 1:09;30-05-2005 6:14;Lauren;Hudson;lauren.hudson@sakilacustomer.org
502;28-05-2005 1:34;31-05-2005 1:02;Dana;Hart;dana.hart@sakilacustomer.org
503;28-05-2005 1:35;28-05-2005 22:12;Bobbie;Craig;bobbie.craig@sakilacustomer.org
504;28-05-2005 2:05;30-05-2005 23:03;Beatrice;Arnold;beatrice.arnold@sakilacustomer.org
505;28-05-2005 2:06;29-05-2005 6:57;Carmen;Owens;carmen.owens@sakilacustomer.org
506;28-05-2005 2:09;05-06-2005 20:34;Wesley;Bull;wesley.bull@sakilacustomer.org
507;28-05-2005 2:31;02-06-2005 5:07;Lee;Hawks;lee.hawks@sakilacustomer.org
508;28-05-2005 2:40;05-06-2005 3:05;Eddie;Tomlin;eddie.tomlin@sakilacustomer.org
509;28-05-2005 2:51;31-05-2005 6:27;Joanne;Robertson;joanne.robertson@sakilacustomer.org
510;28-05-2005 2:52;30-05-2005 21:20;Cindy;Fisher;cindy.fisher@sakilacustomer.org
511;28-05-2005 3:04;03-06-2005 4:58;Ramona;Hale;ramona.hale@sakilacustomer.org
512;28-05-2005 3:07;05-06-2005 2:12;Georgia;Jacobs;georgia.jacobs@sakilacustomer.org
513;28-05-2005 3:08;29-05-2005 7:22;Ricardo;Meador;ricardo.meador@sakilacustomer.org
514;28-05-2005 3:09;05-06-2005 0:49;Freddie;Duggan;freddie.duggan@sakilacustomer.org
515;28-05-2005 3:10;04-06-2005 2:18;Tiffany;Jordan;tiffany.jordan@sakilacustomer.org
516;28-05-2005 3:11;04-06-2005 2:19;Bryan;Hardison;bryan.hardison@sakilacustomer.org
517;28-05-2005 3:17;29-05-2005 6:33;Mike;Way;mike.way@sakilacustomer.org
518;28-05-2005 3:18;30-05-2005 5:32;Corey;Hauser;corey.hauser@sakilacustomer.org
519;28-05-2005 3:22;03-06-2005 5:06;Courtney;Day;courtney.day@sakilacustomer.org
520;28-05-2005 3:27;04-06-2005 5:47;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
521;28-05-2005 3:32;28-05-2005 22:37;Jeremy;Hurtado;jeremy.hurtado@sakilacustomer.org
522;28-05-2005 3:33;31-05-2005 4:23;Victor;Barkley;victor.barkley@sakilacustomer.org
523;28-05-2005 3:53;31-05-2005 5:58;Hazel;Warren;hazel.warren@sakilacustomer.org
524;28-05-2005 3:57;31-05-2005 5:20;Melinda;Fernandez;melinda.fernandez@sakilacustomer.org
525;28-05-2005 4:25;06-06-2005 4:18;Betty;White;betty.white@sakilacustomer.org
526;28-05-2005 4:27;30-05-2005 7:52;Manuel;Murrell;manuel.murrell@sakilacustomer.org
527;28-05-2005 4:28;02-06-2005 8:19;Erica;Matthews;erica.matthews@sakilacustomer.org
528;28-05-2005 4:30;03-06-2005 10:01;Willie;Markham;willie.markham@sakilacustomer.org
529;28-05-2005 4:34;30-05-2005 0:35;Wesley;Bull;wesley.bull@sakilacustomer.org
530;28-05-2005 5:13;01-06-2005 10:21;Mark;Rinehart;mark.rinehart@sakilacustomer.org
531;28-05-2005 5:23;29-05-2005 8:00;Tracy;Herrmann;tracy.herrmann@sakilacustomer.org
532;28-05-2005 5:36;02-06-2005 1:50;Sylvia;Ortiz;sylvia.ortiz@sakilacustomer.org
533;28-05-2005 6:14;01-06-2005 6:26;Claude;Herzog;claude.herzog@sakilacustomer.org
534;28-05-2005 6:15;06-06-2005 7:51;Vivian;Ruiz;vivian.ruiz@sakilacustomer.org
535;28-05-2005 6:16;31-05-2005 2:48;Joseph;Joy;joseph.joy@sakilacustomer.org
536;28-05-2005 6:17;03-06-2005 10:02;Franklin;Troutman;franklin.troutman@sakilacustomer.org
537;28-05-2005 6:20;05-06-2005 11:48;Kenneth;Gooden;kenneth.gooden@sakilacustomer.org
538;28-05-2005 6:21;02-06-2005 1:22;Tiffany;Jordan;tiffany.jordan@sakilacustomer.org
539;28-05-2005 6:26;30-05-2005 2:02;Geraldine;Perkins;geraldine.perkins@sakilacustomer.org
540;28-05-2005 6:40;06-06-2005 0:47;Sherry;Marshall;sherry.marshall@sakilacustomer.org
541;28-05-2005 6:41;02-06-2005 9:12;Javier;Elrod;javier.elrod@sakilacustomer.org
542;28-05-2005 6:42;03-06-2005 9:05;Deanna;Byrd;deanna.byrd@sakilacustomer.org
543;28-05-2005 6:43;06-06-2005 7:16;Brent;Harkins;brent.harkins@sakilacustomer.org
544;28-05-2005 7:03;06-06-2005 6:23;Paul;Trout;paul.trout@sakilacustomer.org
545;28-05-2005 7:10;04-06-2005 1:47;Teresa;Rogers;teresa.rogers@sakilacustomer.org
546;28-05-2005 7:16;01-06-2005 8:36;Sharon;Robinson;esto_es_una_prueba@gmail.com
547;28-05-2005 7:24;06-06-2005 1:31;Leslie;Seward;leslie.seward@sakilacustomer.org
548;28-05-2005 7:34;05-06-2005 3:14;Jay;Robb;jay.robb@sakilacustomer.org
549;28-05-2005 7:35;02-06-2005 9:08;Jill;Hawkins;jill.hawkins@sakilacustomer.org
550;28-05-2005 7:39;06-06-2005 12:20;Edwin;Burk;edwin.burk@sakilacustomer.org
551;28-05-2005 7:44;02-06-2005 12:55;Kenneth;Gooden;kenneth.gooden@sakilacustomer.org
